Location,Cleaned Location,Latitude,Longitude
"2467 N 5TH ST,MKE",,,
"2422 W HAMPTON AV,MKE",,,
"7926 N 107TH ST,MKE",,,
"2412 N 41ST ST,MKE",,,
"6403 W FAIRVIEW AV,MKE",,,
"4756 N 19TH PL,MKE",,,
"3603 N 27TH ST,MKE",,,
"708 W ATKINSON AV,MKE",,,
"N 24TH ST / W ATKINSON AV,MKE",,,
"5304 N HOPKINS ST,MKE",,,
"2720 N TEUTONIA AV,MKE",,,
"4109 W HAMPTON AV,MKE",,,
"3150 N TEUTONIA AV,MKE",,,
"3210 N TEUTONIA AV,MKE",,,
"2230 N 35TH ST,MKE",,,
"4136 N GREEN BAY AV,MKE",,,
"3320 N 84TH ST,MKE",,,
"400 W ALLERTON AV,MKE",,,
"1735 N FRANKLIN PL,MKE",,,
"7805 N 60TH ST,MKE",,,
"3242 N 7TH ST,MKE",,,
"4424 W LISBON AV,MKE",,,
"1359 N 38TH ST,MKE",,,
"3952 N 27TH ST,MKE",,,
"2348 N 54TH ST,MKE",,,
"3058 N 24TH PL,MKE",,,
"1947 S 20TH ST,MKE",,,
"3740 N 37TH ST,MKE",,,
"5501 W CAPITOL DR,MKE",,,
"2632 N 23RD ST,MKE",,,
"1021 S 10TH ST,MKE",,,
"N 14TH ST / W FIEBRANTZ AV,MKE",,,
"3460 N HOLTON ST,MKE",,,
"3614 W CAPITOL DR,MKE",,,
"5444 S 27TH ST,MKE",,,
"1238 N 35TH ST,MKE",,,
"1219 N 34TH ST,MKE",,,
"2832 N 59TH ST,MKE",,,
"7234 W APPLETON AV,MKE",,,
"2162 N COMMERCE ST,MKE",,,
"4831 N 36TH ST,MKE",,,
"2620 N RICHARDS ST,MKE",,,
5426 S 7TH ST,,,
"1476 W FIEBRANTZ AV,MKE",,,
"2400 N 17TH ST,MKE",,,
"3304 W LISBON AV,MKE",,,
"3614 N 51ST BL,MKE",,,
"3200 W VILLARD AV,MKE",,,
"5000 S HOWELL AV,MKE",,,
"4000 W HIGHLAND BL,MKE",,,
"4502 N 29TH ST,MKE",,,
"5331 W SILVER SPRING DR,MKE",,,
"1200 W VLIET ST,MKE",,,
"3334 N 22ND ST,MKE",,,
"600 S OAK PARK CT,MKE",,,
"2932 N 35TH ST,MKE",,,
"2603 W MICHIGAN ST,MKE",,,
"4539 W MEDFORD AV,MKE",,,
"3452 S 15TH ST,MKE",,,
"2200 W WILBUR AV,MKE",,,
"2850 W HOPKINS ST,MKE",,,
"4781 S 20TH ST,MKE",,,
"2000 W NORTH AV,MKE",,,
"228 E HADLEY ST,MKE",,,
"1420 N 38TH ST,MKE",,,
"4273 N 46TH WA,MKE",,,
"3805 N 60TH ST,MKE",,,
"2651 N 48TH ST,MKE",,,
"3100 S 9TH ST,MKE",,,
"5000 W LOCUST ST,MKE",,,
"2650 W TOWNSEND ST,MKE",,,
"139 E BURLEIGH ST,MKE",,,
"3104 S BURRELL ST,MKE",,,
"912 E PLEASANT ST,MKE",,,
"4124 W GOOD HOPE RD,MKE",,,
"3423 N 77TH ST,MKE",,,
"8330 TUCKAWAY DRIVE, FRANKLIN",,,
"3838 N 20TH ST,MKE",,,
"7170 W LISBON AV,MKE",,,
4275 S 43RD ST,,,
"4740 S 7TH ST,MKE",,,
"3731 N 3RD ST,MKE",,,
"3319 N 12TH ST,MKE",,,
"416 W SCOTT ST,MKE",,,
"W BURLEIGH ST / W ROOSEVELT DR,MKE",,,
"1426 W ROGERS ST,MKE",,,
"730 S 32ND ST,MKE",,,
"3832 W MC KINLEY AV,MKE",,,
"5278 N 31ST ST,MKE",,,
"827 S 18TH ST,MKE",,,
"2414 W HIGHLAND AV,MKE",,,
"1200 S 15TH PL,MKE",,,
"3710 N 94TH ST,MKE",,,
"3881 N 15TH ST,MKE",,,
"2400 W CONGRESS ST,MKE",,,
"3820 N 38TH ST,MKE",,,
"1231 N 33RD ST,MKE",,,
"4255 S 20TH ST,MKE",,,
"751 W VIRGINIA ST,MKE",,,
"918 E KNAPP ST,MKE",,,
"1904 W GREENFIELD AV,MKE",,,
"415 N BROADWAY,MKE",,,
"5930 W VALLEY FORGE DR,MKE",,,
"1100 N 27TH ST,MKE",,,
"2519 W LINCOLN AV,MKE",,,
"2425 S 35TH ST,MKE",,,
"1632 W WALNUT ST,MKE",,,
"8200 W LISBON AV,MKE",,,
"2500-BLK N 49TH ST,MKE",,,
"9601 W APPLETON AV,MKE",,,
"9324 W LARAMIE RD,MKE",,,
1728 N 35TH ST,,,
"3629 N 8TH ST,MKE",,,
"N 67TH ST / W LANCASTER AV,MKE",,,
"1504 E NORTH AV,MKE",,,
"3938 W NATIONAL AV,WMW",,,
"N 13TH ST / W TORY HILL,MKE",,,
"7950 N 124TH ST,MKE",,,
600 BLK N 32ND ST,,,
"1333 W OHIO AV,MKE",,,
"4870 N 76TH ST,MKE",,,
"7812 W CAPITOL DR,MKE",,,
"1135 N 33RD ST,MKE",,,
"1802 W SCOTT ST,MKE",,,
"4762 N 103RD ST,MKE",,,
7600 W CAPITOL,,,
"4710 W HAMPTON AV,MKE",,,
"2546 N VEL R PHILLIPS AV,MKE",,,
MIDTOWN COMPLEX,,,
6100 W CAPITOL DR,,,
"3852 N 7TH ST,MKE",,,
"6100 W FOREST HOME AV,MKE",,,
"5300 W OKLAHOMA AV,MKE",,,
"400 E HOWARD AV,MKE",,,
"2847 N PALMER ST,MKE",,,
"2480 W MEDFORD AV,MKE",,,
"4044 N 16TH ST,MKE",,,
"4155 N 40TH ST,MKE",,,
"2342 N FARWELL AV,MKE",,,
4191 N 56TH ST,,,
"2045 W CARPENTER AV,MKE",,,
"3266 N 90TH ST,MKE",,,
"1224 S 103RD ST, WEST ALLIS",,,
"2936 N 82ND ST,MKE",,,
"3616 S 71ST ST,MKE",,,
"2020 W VLIET ST,MKE",,,
4161 N 56TH ST,,,
"800 N MARSHALL ST,MKE",,,
"2362 S 33RD ST,MKE",,,
"3115 W CENTER ST,MKE",,,
"4938 N 50TH ST,MKE",,,
"1600 N 34TH ST,MKE",,,
"4242 S 20TH ST,MKE",,,
MILWAUKEE MIDDLE SCHOOL OF ARTS,,,
"1224 S 103RD ST , WEST ALLIS",,,
"W VILLARD AV / N 51ST BL,MKE",,,
"3344 S 76TH ST,MKE",,,
"9036 N 96TH ST,MKE",,,
"4346 N 90TH ST,MKE",,,
"2445 S KINNICKINNIC AV,MKE",,,
"3970 N 48TH ST,MKE",,,
"4155 N 27TH ST,MKE",,,
"4731 S 6TH ST,MKE",,,
"E HARTFORD AV / N MARIETTA AV,MKE",,,
"1031 E IDAHO ST,MKE",,,
"635 E GREENFIELD AV,MKE",,,
"4477 W ROOSEVELT DR,MKE",,,
"1900 W FIEBRANTZ AV,MKE",,,
"7312 W MARINE DR,MKE",,,
"1951 S 15TH ST,MKE",,,
"2053 W EDGERTON AV,MKE",,,
"8427 W FAIRMOUNT AV,MKE",,,
"5750 N 76TH ST,MKE",,,
"222 E CAPITOL DR,MKE",,,
"3520 N 22ND ST,MKE",,,
"4000 N HOLTON ST,MKE",,,
"790 N MILWAUKEE ST,MKE",,,
"2100 E NEWBERRY BL,MKE",,,
3300 N 124TH ST,,,
"3245 N BUFFUM ST,MKE",,,
"3651 N 11TH ST,MKE",,,
"3543 N 15TH ST,MKE",,,
"4400 N GREEN BAY AV,MKE",,,
"N 53RD ST / W VLIET ST,MKE",,,
"635 N 35TH ST,MKE",,,
N 76TH ST/ W GOOD HOPE RD,,,
1901 E NORTH AVE,,,
1314 W CAPITOL DR,,,
11730N W BRADLEY RD,,,
"2774 N PALMER ST,MKE",,,
"423 E CAPITOL DR,MKE",,,
"2001 W MT VERNON AV,MKE",,,
"E EDGEWOOD AV / N MURRAY AV,MKE",,,
"2449 S 34TH ST,MKE",,,
"3900 W CUSTER AV,MKE",,,
"5184 N 42ND ST,MKE",,,
"8706 W HOWARD AV,MKE",,,
"1632 E IRVING PL,MKE",,,
"3128 S 9TH PL,MKE",,,
"W VILLARD AV / W FOND DU LAC AV,MKE",,,
"4916 N 57TH ST,MKE",,,
"6868 N GREEN BAY, GLENDALE",,,
"1300 W DAKOTA ST,MKE",,,
"1441 W MADISON ST,MKE",,,
"233 S 3RD ST,MKE",,,
"200 W LINCOLN AV,MKE",,,
"8624 W CAPITOL DR,MKE",,,
"W BROWN DEER RD / N 96TH ST,MKE",,,
"3815 W DOUGLAS AV,MKE",,,
"3700 S 20TH ST,MKE",,,
"7701 W CAPITOL DR,MKE",,,
700 N VAN BUREN,,,
"3631 N 78TH ST,MKE",,,
6001 W CAPITOL DR,,,
"913 S 9TH ST,MKE",,,
"2410 W FINN PL,MKE",,,
"1006 WASHINGTON AV , OSK WI",,,
"2254 W BRIDGE ST,MKE",,,
"1601 E LAYTON AV,MKE",,,
"1923 W HAMPTON AV,MKE",,,
"10541 W WABASH AV,MKE",,,
"2450 N 51ST ST,MKE",,,
"4260 N 28TH ST,MKE",,,
"N 40TH ST / W HADLEY ST,MKE",,,
"128 E HADLEY ST,MKE",,,
1833 W HAMPTON AVE,,,
"2824 N SHERMAN BL,MKE",,,
"4300 W RIDGE CT,MKE",,,
"711 E NORTH AV,MKE",,,
"2500 E CAPITOL DR,SHOREWOOD",,,
"455 N 62ND ST,MKE",,,
"201 N 6TH ST,MKE",,,
"3352 S DELAWARE AV,MKE",,,
155 N HAWLEY RD,,,
"3400 N HOLTON ST,MKE",,,
"5845 W BLUE MOUND RD,MKE",,,
"3617 N 37TH ST,MKE",,,
"2956 N PALMER ST,MKE",,,
"1543 S 25TH ST,MKE",,,
"155 W LOCUST ST,MKE",,,
"1309 W HADLEY ST,MKE",,,
"2330 W SCOTT ST,MKE",,,
"2643 N 24TH ST,MKE",,,
"N CASS ST / E HAMILTON ST,MKE",,,
"500 E VIENNA AV,MKE",,,
"5228 N HOPKINS ST,MKE",,,
4224 N 63,,,
3900 S 27,,,
"5715 W WISCONSIN AV,WAU",,,
"2378 N 44TH ST,MKE",,,
"4185 S 10TH ST,MKE",,,
"4614 N 44TH ST,MKE",,,
"3712 W MT VERNON AV,MKE",,,
"3919 W OKLAHOMA AV,MKE",,,
"535 N HAWLEY RD,MKE",,,
"900 N HAWLEY RD,MKE",,,
8401 W CAPITOL DR,,,
"2681 S 13TH ST,MKE",,,
"1336 S 6TH ST,MKE",,,
"502 W LINCOLN AV,MKE",,,
"3159 N 25TH ST,MKE",,,
"S WHITNALL AV / S PINE AV,MKE",,,
"2287 S 6TH ST,MKE",,,
"2960 N 59TH ST,MKE",,,
"2969 N 52ND ST,MKE",,,
3927 W VILLARD AV,,,
"7710 N EDGEWORTH DR,MKE",,,
"2040 N 58TH ST,MKE",,,
"325 E COLLEGE AV,OCR",,,
"4641 W FOND DU LAC AV,MKE",,,
"3118 N 54TH ST,MKE",,,
"3625 N HOLTON ST,MKE",,,
"3320 W WREN AV,MKE",,,
"4066 N 44TH ST,MKE",,,
"2736 S 52ND ST,MKE",,,
"5200 N 35TH ST,MKE",,,
"3725 N HOLTON ST,MKE",,,
2050 S 34TH ST,,,
"4561 N 50TH ST,MKE",,,
"1819 W GALENA ST,MKE",,,
"2325 PARKLAWN DR, WAUKESHA, WI",,,
"3018 S 43RD ST,MKE",,,
"2131 S 10TH ST,MKE",,,
"2823 N 49TH ST,MKE",,,
"6602 N 53RD ST,MKE",,,
"2325 PARKLAWN DR, WAUKESHA WI",,,
"1626 W FOND DU LAC AV,MKE",,,
"1116 S 37TH ST,MKE",,,
"1735 W FOND DU LAC AV,MKE",,,
"4722 W LLOYD ST,MKE",,,
"3246 N 1ST ST,MKE",,,
"LINCOLN HILLS, IRMA WISCONSIN",,,
"5640 N 41ST ST,MKE",,,
2458 S 60TH ST - WEST ALLIS,,,
"5036 N 32ND ST,MKE",,,
"2510 W JUNEAU AV,MKE",,,
"7926 W LORRAINE PL,MKE",,,
"331 S 3RD ST,MKE",,,
"5000 W ROOSEVELT DR,MKE",,,
"2847 S 57TH ST,MKE",,,
"2029 S 11TH ST,MKE",,,
5602 W ROOSEVELT DR,,,
"3758 N 40TH ST,MKE",,,
"5887 N 41ST ST,MKE",,,
"501 E KEEFE AV,MKE",,,
"1005 N 6TH ST,MKE",,,
"2475 N NEWHALL LA,MKE",,,
6800 W ARTHUR,,,
"2314 W NATIONAL AV,MKE",,,
"325 E CAPITOL DR,MKE",,,
"5200 N 90TH ST,MKE",,,
4900 W ROOSEVELT DR,,,
"933 N 35TH ST,MKE",,,
7549 W BELOIT,,,
"5853 N 74TH ST,MKE",,,
"2955 N 77TH ST,MKE",,,
4124 W ROOSEVELT,,,
"6527 W OKLAHOMA AV,MKE",,,
"4933 W ROOSEVELT DR,MKE",,,
"2500 N DOWNER AV,MKE",,,
"6016 N 39TH ST,MKE",,,
"2004 S 11TH ST,MKE",,,
I-41 NB AT HAMPTON AVE,,,
"6014 W FOREST HOME AV,MKE",,,
"5029 W FOND DU LAC AV,MKE",,,
"4126 W ROOSEVELT DR,MKE",,,
"4600 W MEDFORD AV,MKE",,,
"3462 S 84TH ST,MKE",,,
"3217 N 76TH ST,MKE",,,
"4136 N 13TH ST,MKE",,,
"4748 N 29TH ST,MKE",,,
"900 W WELLS ST,MKE",,,
"3965 N 15TH ST,MKE",,,
"3130 W PARNELL AV,MKE",,,
3087 S KK,,,
"1307 E BRADY ST,MKE",,,
3500 W VILLARD AVE,,,
4246 W ROOSEVELT,,,
"2951 N 29TH ST,MKE",,,
5555 W ROOSEVELT DR,,,
4829 N 76TH ST,,,
"3706 W MICHIGAN ST,MKE",,,
"2962 S KINNICKINNIC AV,MKE",,,
"3770 N 51ST BL,MKE",,,
"3315 N 81ST ST,MKE",,,
"4930 W OKLAHOMA AV,MKE",,,
1300 W LLOYD,,,
"2004 W ROGERS ST,MKE",,,
"6610 W VILLARD AV,MKE",,,
"3850 N 37TH ST,MKE",,,
"1820 W FOND DU LAC AV,MKE",,,
"3764 S ALABAMA AV,MKE",,,
"545 W WELLS ST,MKE",,,
"8204 W BURDICK AV,MKE",,,
6800 W CAPITOL DR,,,
5822 W FOND DU LAC,,,
"N 40TH ST / W MILL RD,MKE",,,
590 W VLIET ST,,,
5000 BLK W ROOSEVELT DR,,,
"3121 S 15TH PL,MKE",,,
"2601 S KINNICKINNIC AV,MKE",,,
N 76TH ST / W HAMPTON AV,,,
"533 N 27TH ST,MKE",,,
5821 W NATIONAL AVE,,,
"1568 S 15TH ST,MKE",,,
"407 N 27TH ST,MKE",,,
"2600 W CLEVELAND AV,MKE",,,
"1355 W ATKINSON AV,MKE",,,
"5626 N 91ST ST,MKE",,,
4235 W FDL,,,
2512 W NORTH AVE,,,
"2136 N 36TH ST,MKE",,,
5525 W ROOSEVELT DR,,,
"6555 W DODGE PL,MKE",,,
8405 W CAPITOL DR,,,
5706 W VLIET ST,,,
"3214 S 54TH ST,MKE",,,
"4357 N 60TH ST,MKE",,,
"2951 N PALMER ST,MKE",,,
"4609 W ROOSEVELT DR,MKE",,,
"3873 N 76TH ST,MKE",,,
"5225 W ROOSEVELT DR,MKE",,,
"2512 W NORTH AV,MKE",,,
"4020 W ROOSEVELT DR,MKE",,,
"7619 W HAMPTON AV,MKE",,,
"8080 W GOOD HOPE RD,MKE",,,
"7657 W HAMPTON AV,MKE",,,
"4808 W FOND DU LAC AV,MKE",,,
"7659 W HAMPTON AV,MKE",,,
"100 E FLORIDA ST,MKE",,,
"7661 W HAMPTON AV,MKE",,,
"7615 N 76TH ST,MKE",,,
"614 W HADLEY ST,MKE",,,
"362 E CAPITOL DR,MKE",,,
"1400-BLK SILVER SPRING, GLENDALE, WI",,,
"100 N 27TH ST,MKE",,,
3523 W VILLARD AVE,,,
"336 E LINCOLN AV,MKE",,,
3535 W VILLARD AVE,,,
"7131 W SILVER SPRING DR,MKE",,,
"2987 W FOREST HOME AV,MKE",,,
3541 W VILLARD AVE,,,
S KINNICKINNIC/E LINCOLN AV,,,
3515 W VILLARD AVE,,,
"811 W ATKINSON AV,MKE",,,
"5301 W VLIET ST,MKE",,,
"3011 S KINNICKINNIC AV,MKE",,,
"1628 S 4TH ST,MKE",,,
"3907 N 78TH ST,MKE",,,
3511 W VILLARD AVE,,,
"4175 N 35TH ST,MKE",,,
"N 27TH ST / W HAZELTON CT,MKE",,,
"400 N 95TH ST,MKE",,,
12380 W APPLETON AVE,,,
"6519 W FOND DU LAC AV,MKE",,,
"3706-A N 26TH ST,MKE",,,
"6220 W DIXON ST,MKE",,,
"8027 W BROWN DEER RD,MKE",,,
"4502 N 67TH ST,MKE",,,
"500 W LAPHAM BL,MKE",,,
"2214 S 25TH ST,MKE",,,
"174 W WISCONSIN AV,MKE",,,
"4034 S HERMAN ST,MKE",,,
"12380 W APPLETON AV,MKE",,,
"1400-BLK W SILVER SPRING, GLENDALE",,,
"8249 W SILVER SPRING DR,MKE",,,
"3857 N 52ND ST,MKE",,,
"4094 N 7TH ST,MKE",,,
"2130 N 34TH ST,MKE",,,
11747 W NORTH AVE,,,
"2200 W EDGERTON AV,MKE",,,
3323 W VILLARD AV,,,
"3928 N 77TH ST,MKE",,,
"4958 N 53RD ST,MKE",,,
"N 72ND ST / W STARK ST,MKE",,,
"8800 W DAPHNE ST,MKE",,,
"8250 W MILL RD,MKE",,,
"3135 N 27TH ST,MKE",,,
8236 W VILLARD AVE,,,
"6350 N SHERMAN BL,MKE",,,
"2213 W LAYTON AV,MKE",,,
"4200 W MILL RD,MKE",,,
"2009 S 17TH ST,MKE",,,
"2108 W EDGERTON AV,MKE",,,
"2716 S KINNICKINNIC AV,MKE",,,
"6604 N 58TH ST,MKE",,,
5190 N 35TH ST,,,
3523 W VILLARD AV,,,
"2443 N DOWNER AV,MKE",,,
3535 W VILLARD AV,,,
3541 W VILLARD AV,,,
3605 W VILLARD AV,,,
3611 W VILLARD AV,,,
"1252 S 35TH ST,MKE",,,
"6611 W MAIN ST,MKE",,,
"2969 N 48TH ST,MKE",,,
"6397 N 80TH ST,MKE",,,
"4717 N 38TH ST,MKE",,,
"3315 N 49TH ST,MKE",,,
"1816 N 36TH ST,MKE",,,
"1425 W LOCUST ST,MKE",,,
"3341 S 27TH ST,MKE",,,
6800 W CONGRESS ST,,,
"3201 S 27TH ST,MKE",,,
"1934 W BROWN ST,MKE",,,
"1203 W NATIONAL AV,MKE",,,
"2000 S KINNICKINNIC AV,MKE",,,
"4234 N 64TH ST,MKE",,,
"8241 W EGGERT PL,MKE",,,
"6701 W SILVER SPRING DR,MKE",,,
"N CAMBRIDGE AV / N OAKLAND AV,MKE",,,
"2435 N 15TH ST,MKE",,,
"3980 N 80TH ST,MKE",,,
"3661 S 27TH ST,MKE",,,
"2818 N 45TH ST,MKE",,,
"8801 W OKLAHOMA AV,MKE",,,
"2224 S WOODWARD ST,MKE",,,
"5031 S 14TH ST,MKE",,,
"6105 N 60TH ST,MKE",,,
"1639 S 6TH ST,MKE",,,
"3276 S ILLINOIS AV,MKE",,,
"2700-BLK N 58TH ST,MKE",,,
"3118 N PALMER ST,MKE",,,
"2829 W JUNEAU AV,MKE",,,
"W GERTRUDE DR / W HERBERT AV,MKE",,,
"8636 N 106TH ST,MKE",,,
"2453 W JUNEAU AV,MKE",,,
3718 S 94TH ST,,,
7520 W MILL RD,,,
"2759 S 48TH ST,MKE",,,
"W CONGRESS ST / W MEDFORD AV,MKE",,,
"3255 N 35TH ST,MKE",,,
"N 98TH ST / W SARASOTA PL,MKE",,,
3925 N 60,,,
"2900 N 48TH ST,MKE",,,
"6519 N 85TH ST,MKE",,,
"2146 S 19TH ST,MKE",,,
"1540 W EDGERTON AV,MKE",,,
"3165 N 42ND ST,MKE",,,
"5245 N MILWAUKEE RIVER PK,MKE",,,
700 W WISCONSIN AV,,,
"3925 N 60TH ST,MKE",,,
"1420 S 8TH ST,MKE",,,
"6002 N 36TH ST,MKE",,,
"2558 S LENOX ST,MKE",,,
"1634 N 49TH ST,MKE",,,
"4519 N 39TH ST,MKE",,,
"2145 N 57TH ST,MKE",,,
"2635 N 52ND ST,MKE",,,
"7068 W HAMPTON AV,MKE",,,
"1133 S 22ND ST,MKE",,,
"5519 W VLIET ST,MKE",,,
"2790 N DOWNER AV,MKE",,,
"1970 S KINNICKINNIC AV,MKE",,,
"938 S 30TH ST,MKE",,,
"2810 N STOWELL AV,MKE",,,
"3830 N 52ND ST,MKE",,,
"2870 N 6TH ST,MKE",,,
"3865 N 16TH ST,MKE",,,
"5228 N 49TH ST,MKE",,,
"2470 N 2ND ST,MKE",,,
"3457 N 46TH ST,MKE",,,
"3306 W VLIET ST,MKE",,,
"4632 W MONTROSE AV,MKE",,,
"5601 W VLIET ST,MKE",,,
"7972 N 94TH ST,MKE",,,
"3726 N 19TH PL,MKE",,,
"1629 N 49TH ST,MKE",,,
"245 E KNAPP ST,MKE",,,
"1144 N VEL R PHILLIPS AV,MKE",,,
"2159 N 39TH ST,MKE",,,
"3650 N HOLTON ST,MKE",,,
"7025 W HUMMINGBIRD CT,MKE",,,
N BROADWAY / E BUFFALO,,,
"HOC, FRANKLIN WI",,,
"2615 W HOPE AV,MKE",,,
"N 50TH ST / W STATE ST,MKE",,,
"2208 W MELVINA ST,MKE",,,
"2230 S 10TH ST,MKE",,,
"5760 W CAPITOL DR,MKE",,,
"3170 S PINE AV,MKE",,,
"2009 N 15TH ST,MKE",,,
"3622 S 27TH ST,MKE",,,
"338 E WARD ST,MKE",,,
"4872 N 51ST BL,MKE",,,
"6425 W MILL RD,MKE",,,
"3112 W MC KINLEY BL,MKE",,,
"1490 W LINCOLN AV,MKE",,,
"6345 N 64TH ST,MKE",,,
"2385 S 20TH ST,MKE",,,
9455 W WATERTOWN PLANK RD,,,
"1907 E BENNETT AV,MKE",,,
"N BROADWAY / E BUFFALO ST,MKE",,,
4765 N 32ND ST,,,
"6452 N 73RD ST,MKE",,,
"1168 N 46TH ST,MKE",,,
"951 N 27TH ST,MKE",,,
"1111 E BRADY ST,MKE",,,
"1931 W SALEM ST,MKE",,,
"1053 E PLEASANT ST,MKE",,,
4105 W VILLARD AV,,,
"3919 W HAMPTON AV,MKE",,,
1453 S 77TH ST WEST ALLIS,,,
4219 N 51ST ST,,,
"3135 S HANSON AV,MKE",,,
"1310 N 27TH ST,MKE",,,
"4208 N 53RD ST,MKE",,,
"9411 W FOND DU LAC AV,MKE",,,
"9842 W HOWARD AV,MKE",,,
"4487 N 82ND ST,MKE",,,
"3842 N 25TH ST,MKE",,,
4700 W VLIET ST,,,
"9667 W BEATRICE ST,MKE",,,
"5714 W VLIET ST,MKE",,,
"S 33RD ST / W DAKOTA ST,MKE",,,
"4227 W BONNY PL,MKE",,,
"4222 N 76TH ST,MKE",,,
"208 E CONCORDIA AV,MKE",,,
"824 W PIERCE ST,MKE",,,
7719 W HAMPTON AVE,,,
"9541 W OKLAHOMA AV,MKE",,,
"4043 N 69TH ST,MKE",,,
"2432 N TEUTONIA AV,MKE",,,
"331 W CHAMBERS ST,MKE",,,
"3733 N HOLTON ST,MKE",,,
"E NEWBERRY BL / N PROSPECT AV,MKE",,,
"N PARK MANOR DR / W TERESA LA,MKE",,,
"3135 S 47TH ST,MKE",,,
"8369 N 107TH ST,MKE",,,
"3166 N TEUTONIA AV,MKE",,,
"5625 W OKLAHOMA AV,MKE",,,
"2846 N 69TH ST,MKE",,,
"3418 W LAPHAM ST,MKE",,,
"1325 W HARRISON AV,MKE",,,
"2300 N HOLTON ST,MKE",,,
"3247 N 87TH ST,MKE",,,
"2900 N PROSPECT AV,MKE",,,
"4888 N 62ND ST,MKE",,,
"4351 N 100TH ST,MKE",,,
"2651 W PLAINFIELD AV,MKE",,,
"N PROSPECT AV / E LINNWOOD AV,MKE",,,
"6100 W KEEFE AVENUE PK,MKE",,,
"3254 N 51ST BL,MKE",,,
"1224 N 35TH ST,MKE",,,
"251 W WASHINGTON ST,MKE",,,
"3646 N TEUTONIA AV,MKE",,,
"N 75TH ST / W NORTHRIDGE LAKES BL,MKE",,,
"1004 S 34TH ST,MKE",,,
"550 W HARRISON AV,MKE",,,
"2145 N 32ND ST,MKE",,,
"7029 W SILVER SPRING DR,MKE",,,
"3941 N TEUTONIA AV,MKE",,,
"1236 N 35TH ST,MKE",,,
"2519 W MORGAN AV,MKE",,,
"4104 W VILLARD AV,MKE",,,
"1210 W ATKINSON AV,MKE",,,
"7631 W MORGAN AV,MKE",,,
"2716 W LAPHAM ST,MKE",,,
"1518 N WATER ST,MKE",,,
"3611 N 26TH ST,MKE",,,
"7204 N 91ST ST,MKE",,,
"3066 N MARYLAND AV,MKE",,,
"4130 W KAUL AV,MKE",,,
"5236 N 34TH ST,MKE",,,
"3417 W JUNEAU AV,MKE",,,
"3311 W VILLARD AV,MKE",,,
"4340 N 62ND ST,MKE",,,
"N 20TH ST / W MELVINA ST,MKE",,,
"1714 S 9TH ST,MKE",,,
"3169 N 21ST ST,MKE",,,
"2324 W ORCHARD ST,MKE",,,
"2516 W LOCUST ST,MKE",,,
"1418 W EDGERTON AV,MKE",,,
"3351 N 1ST ST,MKE",,,
3400 S 27TH ST,,,
"3270 S 23RD ST,MKE",,,
"1580 S MUSKEGO AV,MKE",,,
"9040 N 95TH ST,MKE",,,
"1401 W ALBANY PL,MKE",,,
"3900 N 26TH ST,MKE",,,
"2427 W BURLEIGH ST,MKE",,,
"2701 S 12TH ST,MKE",,,
"4441 N 37TH ST,MKE",,,
"3051 S 8TH ST,MKE",,,
"2650 N 40TH ST,MKE",,,
"1806 W CENTER ST,MKE",,,
"3883 N 18TH ST,MKE",,,
"W SHERIDAN AV / N TEUTONIA AV,MKE",,,
"1550 N PROSPECT AV,MKE",,,
"N CASS ST / E WISCONSIN AV,MKE",,,
"3049 N DOWNER AV,MKE",,,
"10420 W SILVER SPRING DR,MKE",,,
"1626 N 25TH ST,MKE",,,
"8637 W APPLETON AV,MKE",,,
"4844 N 107TH ST,MKE",,,
"2400 N HUBBARD ST,MKE",,,
"1331 N ASTOR ST,MKE",,,
"4000 N 23RD ST,MKE",,,
"2025 W ATKINSON AV,MKE",,,
"5658 N 64TH ST,MKE",,,
"8015 W MILL RD,MKE",,,
"4111 N 91ST ST,MKE",,,
"1205 E BRADY ST,MKE",,,
"2815 W CENTER ST,MKE",,,
"3320 W BURLEIGH ST,MKE",,,
"1603 S 35TH ST,MKE",,,
"1900 W LOCUST ST,MKE",,,
1313 E KENSINGTON BL SHOREWOOD WI,,,
"1513 W GREENFIELD AV,MKE",,,
"2801 N 18TH ST,MKE",,,
"3651 S 27TH ST,MKE",,,
"1600 S 15TH ST,MKE",,,
"4186 N 41ST ST,MKE",,,
"259 E HAMPTON AV,MKE",,,
"8116 W COLFAX CT,MKE",,,
"3748 N 16TH ST,MKE",,,
"1321 S 29TH ST,MKE",,,
"2777 N 18TH ST,MKE",,,
"3302 N 82ND ST,MKE",,,
"3622 W VILLARD AV,MKE",,,
"2691 W MORGAN AV,MKE",,,
"3150 S 27TH ST,MKE",,,
"3150 N 21ST ST,MKE",,,
"5457 W JACKSON PARK DR,MKE",,,
"3124 N 45TH ST,MKE",,,
"5819 W GALENA ST,MKE",,,
"N ASTOR ST / E BRADY ST,MKE",,,
"621 N WATER ST,MKE",,,
"7120 W VILLARD AV,MKE",,,
"5500 W LISBON AV,MKE",,,
"900 E AUER AV,MKE",,,
"9400 W GRANTOSA DR,MKE",,,
"5617 W CAPITOL DR,MKE",,,
"3207 S LOGAN AV,MKE",,,
"3051 N TEUTONIA AV,MKE",,,
"1805 S 15TH PL,MKE",,,
"7649 N 78TH ST,MKE",,,
"3700 S 63RD ST,MKE",,,
"1220 W CENTER ST,MKE",,,
"5470 N 37TH ST,MKE",,,
"5904 N 76TH ST,MKE",,,
"3208 W LISBON AV,MKE",,,
"1635 N 34TH ST,MKE",,,
