,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
1890,182562295-Assignment Completed,182562295,2018-09-13 19:07:08,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1891,182562293-To be Filed,182562293,2018-09-13 19:06:14,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
1892,182562292-Assignment Completed,182562292,2018-09-13 19:05:51,"2920 N 4TH ST,MKE",5,INJ PERSON/SICK,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1893,182561791-Assignment Completed,182561791,2018-09-13 19:02:47,"1526 W SCOTT ST,MKE",2,ASSIGNMENT,Assignment Completed,"1526 W SCOTT ST,MILWAUKEE","{'lat': 43.019351, 'lng': -87.931305}",
1894,182562279-Advised,182562279,2018-09-13 19:01:33,"2024 N COMMERCE ST,MKE",5,INVESTIGATION,Advised,"2024 N COMMERCE ST,MILWAUKEE","{'lat': 43.057213, 'lng': -87.901125}",
1895,182562247-Assignment Completed,182562247,2018-09-13 18:45:22,"749 W STATE ST,MKE",1,VEHICLE MAINT,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1896,182562186-Advised,182562186,2018-09-13 18:23:55,"4050 N 19TH PL,MKE",5,SUBJ WITH GUN,Advised,"4050 N 19TH PL,MILWAUKEE","{'lat': 43.090783, 'lng': -87.935224}",
1897,182562156-Service in Progress,182562156,2018-09-13 19:23:58,"N COMMERCE ST / N PIERCE ST,MKE",5,ACC PDO,Service in Progress,"N COMMERCE ST & N PIERCE ST,MILWAUKEE","{'lat': 43.056825, 'lng': -87.902397}",
1898,182562328-Service in Progress,182562328,2018-09-13 19:23:09,"N 23RD ST / W BURLEIGH ST,MKE",5,SPECIAL ASSIGN,Service in Progress,"N 23RD ST & W BURLEIGH ST,MILWAUKEE","{'lat': 43.076916, 'lng': -87.941098}",
1899,182562325-Service in Progress,182562325,2018-09-13 19:21:34,"N 30TH ST / W ROOSEVELT DR,MKE",5,SPECIAL ASSIGN,Service in Progress,"N 30TH ST & W ROOSEVELT DR,MILWAUKEE","{'lat': 43.095149, 'lng': -87.950513}",
1900,182562320-Assignment Completed,182562320,2018-09-13 19:19:16,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
1901,182562318-Open Investigation,182562318,2018-09-13 19:18:42,"3006 S 27TH ST,MKE",6,ASSIGNMENT,Open Investigation,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
1902,182562179-Advised,182562179,2018-09-13 19:03:40,"3852 N 19TH PL,MKE",5,PROPERTY DAM-DV,Advised,"3852 N 19TH PL,MILWAUKEE","{'lat': 43.087206, 'lng': -87.935314}",
1903,182562264-Open Investigation,182562264,2018-09-13 18:53:32,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Open Investigation,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1904,182562261-Service in Progress,182562261,2018-09-13 19:29:48,"W GOOD HOPE RD / N 107TH ST,MKE",4,ACC PDO,Service in Progress,"W GOOD HOPE RD & N 107TH ST,MILWAUKEE","{'lat': 43.148395, 'lng': -88.045105}",
1905,182562248-Advised,182562248,2018-09-13 19:29:12,"1623 S 8TH ST,MKE",2,TRBL W/SUBJ,Advised,"1623 S 8TH ST,MILWAUKEE","{'lat': 43.013671, 'lng': -87.921554}",
1906,182562341-Service in Progress,182562341,2018-09-13 19:28:50,"N 11TH ST / W MEINECKE AV,MKE",3,INVESTIGATION,Service in Progress,"N 11TH ST & W MEINECKE AV,MILWAUKEE","{'lat': 43.062179, 'lng': -87.92548}",
1907,182562338-City Citation(s) Issued,182562338,2018-09-13 19:26:33,"3520 W NATIONAL AV,MKE",2,TRAFFIC STOP,City Citation(s) Issued,"3520 W NATIONAL AV,MILWAUKEE","{'lat': 43.021888, 'lng': -87.95829}",
1908,182562337-Service in Progress,182562337,2018-09-13 19:26:14,"6329 S 20TH ST,MKE",6,BUSINESS CHECK,Service in Progress,"6329 S 20TH ST,MILWAUKEE","{'lat': 42.929388, 'lng': -87.939863}",
1909,182562310-Unable to Locate Complainant,182562310,2018-09-13 19:25:44,"N 76TH ST / W THURSTON CR,MKE",4,ACC UNKN INJ,Unable to Locate Complainant,"N 76TH ST & W THURSTCR,MILWAUKEE","{'lat': 43.108634, 'lng': -88.006087}",
1910,182562311-Unable to Locate Complainant,182562311,2018-09-13 19:17:21,"4456 N 28TH ST,MKE",5,LOOSE ANIMAL,Unable to Locate Complainant,"4456 N 28TH ST,MILWAUKEE","{'lat': 43.0984, 'lng': -87.947589}",
1911,182561791-Advised,182561791,2018-09-13 19:02:47,"1526 W SCOTT ST,MKE",2,ASSIGNMENT,Advised,"1526 W SCOTT ST,MILWAUKEE","{'lat': 43.019351, 'lng': -87.931305}",
1912,182562049-Advised/Referral,182562049,2018-09-13 18:57:36,"5223 N 44TH ST,MKE",4,ENTRY,Advised/Referral,"5223 N 44TH ST,MILWAUKEE","{'lat': 43.112471, 'lng': -87.96797}",
1913,182562222-Advised,182562222,2018-09-13 18:36:12,"2929 W WISCONSIN AV,MKE",3,FOLLOW UP,Advised,"2929 W WISCONSIN AV,MILWAUKEE","{'lat': 43.038336, 'lng': -87.951185}",
1914,182562350-Service in Progress,182562350,2018-09-13 19:33:47,"2325 N 8TH ST,MKE",3,BATTERY CUTTING,Service in Progress,"2325 N 8TH ST,MILWAUKEE","{'lat': 43.060905, 'lng': -87.921784}",
1915,182562356-Service in Progress,182562356,2018-09-13 19:33:41,"N 56TH ST / W HAMPTON AV,MKE",7,TRAFFIC STOP,Service in Progress,"N 56TH ST & W HAMPTAV,MILWAUKEE","{'lat': 43.089938, 'lng': -87.983062}",
1916,182562335-Advised,182562335,2018-09-13 19:32:24,"2941 S 39TH ST,MKE",6,TRBL W/SUBJ,Advised,"2941 S 39TH ST,MILWAUKEE","{'lat': 42.991072, 'lng': -87.963127}",
1917,182562268-Unable to Locate Complainant,182562268,2018-09-13 19:31:17,"N 15TH ST / W NORTH AV,MKE",3,DRUG DEALING,Unable to Locate Complainant,"N 15TH ST & W NORTH AV,MILWAUKEE","{'lat': 43.057915, 'lng': -87.931478}",
1918,182562305-Service in Progress,182562305,2018-09-13 19:31:07,"311 W JUNEAU AV,MKE",1,ACC PDO,Service in Progress,"311 W JUNEAU AV,MILWAUKEE","{'lat': 43.045548, 'lng': -87.914521}",
1919,182562334-Service in Progress,182562334,2018-09-13 19:30:53,"N 71ST ST / W LOCUST ST,MKE",7,WELFARE CITIZEN,Service in Progress,"N 71ST ST & W LOCUST ST,MILWAUKEE","{'lat': 43.069033, 'lng': -88.000675}",
1920,182562263-Service in Progress,182562263,2018-09-13 19:39:15,"2159 S 26TH ST,MKE",2,ENTRY,Service in Progress,"2159 S 26TH ST,MILWAUKEE","{'lat': 43.005434, 'lng': -87.946884}",
1921,182562366-Assignment Completed,182562366,2018-09-13 19:39:07,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1922,182562352-Advised,182562352,2018-09-13 19:38:44,"1830 W FAIRMOUNT AV,MKE",7,FIGHT,Advised,"1830 W FAIRMOUNT AV,MILWAUKEE","{'lat': 43.108496, 'lng': -87.933751}",
1923,182562363-Assignment Completed,182562363,2018-09-13 19:37:31,"749 W STATE ST,MKE",1,VEHICLE MAINT,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1924,182562218-Unable to Locate Complainant,182562218,2018-09-13 18:55:17,"3502-A N 37TH ST,MKE",7,BATTERY DV,Unable to Locate Complainant,"3502-A N 37TH ST,MILWAUKEE","{'lat': 43.08266, 'lng': -87.959241}",
1925,182562342-Service in Progress,182562342,2018-09-13 19:44:18,"2637 N FREDERICK AV,MKE",1,THEFT VEHICLE,Service in Progress,"2637 N FREDERICK AV,MILWAUKEE","{'lat': 43.06692, 'lng': -87.884591}",
1926,182562344-Unable to Locate Complainant,182562344,2018-09-13 19:43:32,"3233 S 21ST ST,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant,"3233 S 21ST ST,MILWAUKEE","{'lat': 42.985807, 'lng': -87.941449}",
1927,182562376-Assignment Completed,182562376,2018-09-13 19:43:19,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
1928,182562322-Service in Progress,182562322,2018-09-13 19:43:04,"2336 S 15TH PL,MKE",2,NOTIFICATION,Service in Progress,"2336 S 15TH PL,MILWAUKEE","{'lat': 43.002069, 'lng': -87.932076}",
1929,182562369-Unable to Locate Complainant,182562369,2018-09-13 19:42:35,"9069 W BELOIT RD,MKE",6,CALL FOR POLICE,Unable to Locate Complainant,"9069 W BELOIT RD,MILWAUKEE","{'lat': 42.987556, 'lng': -88.02495}",
1930,182562373-Service in Progress,182562373,2018-09-13 19:42:29,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1931,182562372-Advised,182562372,2018-09-13 19:42:27,"911 S 35TH ST,MKE",2,TRAFFIC STOP,Advised,"911 S 35TH ST,MILWAUKEE","{'lat': 43.021525, 'lng': -87.957848}",
1932,182562368-Unable to Locate Complainant,182562368,2018-09-13 19:41:44,"E LAYTON AV / S BURRELL ST,MKE",6,ACC PDO,Unable to Locate Complainant,"E LAYTAV & S BURRELL ST,MILWAUKEE","{'lat': 43.082018, 'lng': -87.889534}",
1933,182562364-Service in Progress,182562364,2018-09-13 19:40:02,"S CHASE AV / W LINCOLN AV,MKE",2,ACC PDO,Service in Progress,"S CHASE AVE & W LINCOLN AV,MILWAUKEE","{'lat': 43.002823, 'lng': -87.918315}",
1934,182562392-Advised,182562392,2018-09-13 19:48:44,"709 E JUNEAU AV,MKE",1,INJ PERSON/SICK,Advised,"709 E JUNEAU AV,MILWAUKEE","{'lat': 43.045272, 'lng': -87.903014}",
1935,182562388-Advised,182562388,2018-09-13 19:47:14,"4811 N TEUTONIA AV,MKE",7,TRAFFIC STOP,Advised,"4811 N TEUTONIA AV,MILWAUKEE","{'lat': 43.104824, 'lng': -87.947153}",
1936,182562380-Unable to Locate Complainant,182562380,2018-09-13 19:47:08,"1908 W KEEFE AV,MKE",5,CALL FOR POLICE,Unable to Locate Complainant,"1908 W KEEFE AV,MILWAUKEE","{'lat': 43.082465, 'lng': -87.934903}",
1937,182562379-Assignment Completed,182562379,2018-09-13 19:47:00,"1627 W WELLS ST,MKE",3,ACC PI,Assignment Completed,"1627 W WELLS ST,MILWAUKEE","{'lat': 43.040091, 'lng': -87.933245}",
1938,182562386-Service in Progress,182562386,2018-09-13 19:46:52,"2600 N 48TH ST,MKE",3,INVESTIGATION,Service in Progress,"2600 N 48TH ST,MILWAUKEE","{'lat': 43.066218, 'lng': -87.973279}",
1939,182562331-Advised,182562331,2018-09-13 19:46:51,"2562 S WILLIAMS ST,MKE",6,TRBL W/SUBJ,Advised,"2562 S WILLIAMS ST,MILWAUKEE","{'lat': 42.997915, 'lng': -87.898998}",
1940,182562356-City Citation(s) Issued,182562356,2018-09-13 19:33:41,"N 56TH ST / W HAMPTON AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued,"N 56TH ST & W HAMPTAV,MILWAUKEE","{'lat': 43.089938, 'lng': -87.983062}",
1941,182562334-Advised,182562334,2018-09-13 19:30:53,"N 71ST ST / W LOCUST ST,MKE",7,WELFARE CITIZEN,Advised,"N 71ST ST & W LOCUST ST,MILWAUKEE","{'lat': 43.069033, 'lng': -88.000675}",
1942,182562337-Assignment Completed,182562337,2018-09-13 19:26:14,"6329 S 20TH ST,MKE",6,BUSINESS CHECK,Assignment Completed,"6329 S 20TH ST,MILWAUKEE","{'lat': 42.929388, 'lng': -87.939863}",
1943,182562156-Unable to Locate Complainant,182562156,2018-09-13 19:23:58,"N COMMERCE ST / N PIERCE ST,MKE",5,ACC PDO,Unable to Locate Complainant,"N COMMERCE ST & N PIERCE ST,MILWAUKEE","{'lat': 43.056825, 'lng': -87.902397}",
1944,182562328-Assignment Completed,182562328,2018-09-13 19:23:09,"N 23RD ST / W BURLEIGH ST,MKE",5,SPECIAL ASSIGN,Assignment Completed,"N 23RD ST & W BURLEIGH ST,MILWAUKEE","{'lat': 43.076916, 'lng': -87.941098}",
1945,182562065-Assignment Completed,182562065,2018-09-13 19:09:48,"7818 W MORGAN AV,MKE",6,PROPERTY PICKUP,Assignment Completed,"7818 W MORGAN AV,MILWAUKEE","{'lat': 42.98129, 'lng': -88.011005}",
1946,182562406-Assignment Completed,182562406,2018-09-13 19:54:13,"2838 W ATKINSON AV,MKE",5,BUSINESS CHECK,Assignment Completed,"2838 W ATKINSAV,MILWAUKEE","{'lat': 43.098825, 'lng': -87.948858}",
1947,182562402-Advised,182562402,2018-09-13 19:53:36,"2603 W OKLAHOMA AV,MKE",6,TRAFFIC STOP,Advised,"2603 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.988396, 'lng': -87.947101}",
1948,182562398-Assignment Completed,182562398,2018-09-13 19:52:41,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1949,182562383-Service in Progress,182562383,2018-09-13 19:50:03,"1620 S 21ST ST,MKE",2,SUBJ WITH WEAPON,Service in Progress,"1620 S 21ST ST,MILWAUKEE","{'lat': 43.013602, 'lng': -87.93903}",
1950,182562322-Unable to Locate Complainant,182562322,2018-09-13 19:43:04,"2336 S 15TH PL,MKE",2,NOTIFICATION,Unable to Locate Complainant,"2336 S 15TH PL,MILWAUKEE","{'lat': 43.002069, 'lng': -87.932076}",
1951,182562308-Assignment Completed,182562308,2018-09-13 19:13:36,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1952,182562370-Service in Progress,182562370,2018-09-13 19:59:46,"4207 N 48TH ST,MKE",7,ROBBERY ARMED,Service in Progress,"4207 N 48TH ST,MILWAUKEE","{'lat': 43.093714, 'lng': -87.973685}",
1953,182562391-Service in Progress,182562391,2018-09-13 19:58:55,"5826 N 69TH ST,MKE",4,WELFARE CITIZEN,Service in Progress,"5826 N 69TH ST,MILWAUKEE","{'lat': 43.123786, 'lng': -87.9968}",
1954,182562378-Service in Progress,182562378,2018-09-13 19:57:54,"10416 W VERA AV,MKE",4,PROPERTY DAMAGE,Service in Progress,"10416 W VERA AV,MILWAUKEE","{'lat': 43.145105, 'lng': -88.042226}",
1955,182562408-Assignment Completed,182562408,2018-09-13 19:55:36,"3626 W FOND DU LAC AV,MKE",7,SPECIAL ASSIGN,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
1956,182562407-Service in Progress,182562407,2018-09-13 19:55:21,"2920 N 4TH ST,MKE",5,RETURN STATION,Service in Progress,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1957,182562433-Service in Progress,182562433,2018-09-13 20:04:58,"E CLARKE ST / N WEIL ST,MKE",5,PARK AND WALK,Service in Progress,"E CLARKE ST & N WEIL ST,MILWAUKEE","{'lat': 43.065621, 'lng': -87.899159}",
1958,182562424-Unable to Locate Complainant,182562424,2018-09-13 20:03:44,"S 60TH ST / W OKLAHOMA AV,MKE",6,WELFARE CITIZEN,Unable to Locate Complainant,"S 60TH ST & W OKLAHOMA AV,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'OK', 'country': 'US'}, 'formatted_address': 'Milwaukee, OK'}, 'results': []}"
1959,182562421-Unable to Locate Complainant,182562421,2018-09-13 20:03:35,"2700 N 45TH ST,MKE",7,SHOTS FIRED,Unable to Locate Complainant,"2700 N 45TH ST,MILWAUKEE","{'lat': 43.068051, 'lng': -87.969538}",
1960,182562423-Unable to Locate Complainant,182562423,2018-09-13 20:03:28,"N 51ST BL / W CONCORDIA AV,MKE",7,SHOTS FIRED,Unable to Locate Complainant,"N 51ST BL & W CONCORDIA AV,MILWAUKEE","{'lat': 43.079212, 'lng': -87.977266}",
1961,182562430-Service in Progress,182562430,2018-09-13 20:03:14,"4714 W CLARKE ST,MKE",3,TRAFFIC STOP,Service in Progress,"4714 W CLARKE ST,MILWAUKEE","{'lat': 43.066247, 'lng': -87.97257}",
1962,182562401-Advised,182562401,2018-09-13 20:03:01,"3547 S 5TH ST,MKE",6,TRBL W/SUBJ,Advised,"3547 S 5TH ST,MILWAUKEE","{'lat': 42.980034, 'lng': -87.917113}",
1963,182562420-Service in Progress,182562420,2018-09-13 20:01:12,"2564 N 46TH ST,MKE",3,SHOTS FIRED,Service in Progress,"2564 N 46TH ST,MILWAUKEE","{'lat': 43.065715, 'lng': -87.970791}",
1964,182562383-Advised/Referral,182562383,2018-09-13 19:50:03,"1620 S 21ST ST,MKE",2,SUBJ WITH WEAPON,Advised/Referral,"1620 S 21ST ST,MILWAUKEE","{'lat': 43.013602, 'lng': -87.93903}",
1965,182562373-To be Filed,182562373,2018-09-13 19:42:29,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
1966,182562299-Advised,182562299,2018-09-13 19:17:57,"8300 W CALUMET RD,MKE",4,SUSP PERS/AUTO,Advised,"8300 W CALUMET RD,MILWAUKEE","{'lat': 43.156481, 'lng': -88.013802}",
1967,182562446-Service in Progress,182562446,2018-09-13 20:09:54,"S 18TH ST / W WINDLAKE AV,MKE",2,INVESTIGATION,Service in Progress,"S 18TH ST & W WINDLAKE AV,MILWAUKEE","{'lat': 42.999306, 'lng': -87.935625}",
1968,182562445-Assignment Completed,182562445,2018-09-13 20:09:40,"5835 W HAMPTON AV,MKE",7,BUSINESS CHECK,Assignment Completed,"5835 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1969,182562443-Service in Progress,182562443,2018-09-13 20:08:24,"2333 N 49TH ST,MKE",3,FOLLOW UP,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
1970,182562442-Service in Progress,182562442,2018-09-13 20:08:00,"749 W STATE ST,MKE",1,POLICE ADMIN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1971,182562160-Service in Progress,182562160,2018-09-13 20:07:55,"5445 N 37TH ST,MKE",4,SUBJ WANTED,Service in Progress,"5445 N 37TH ST,MILWAUKEE","{'lat': 43.116606, 'lng': -87.959021}",
1972,182562441-Service in Progress,182562441,2018-09-13 20:07:33,"4200 W BONNY PL,MKE",7,SUBJ STOP,Service in Progress,"4200 W BONNY PL,MILWAUKEE","{'lat': 43.077915, 'lng': -87.965605}",
1973,182562438-Service in Progress,182562438,2018-09-13 20:07:20,"N 42ND ST / W SPAULDING PL,MKE",3,SHOTS FIRED,Service in Progress,"N 42ND ST & W SPAULDING PL,MILWAUKEE","{'lat': 43.058377, 'lng': -87.965847}",
1974,182562440-To be Filed,182562440,2018-09-13 20:07:07,"749 W STATE ST,MKE",1,REPORTS,To be Filed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
1975,182562411-Advised,182562411,2018-09-13 20:05:37,"3724 N 5TH ST,MKE",5,NOISE NUISANCE,Advised,"3724 N 5TH ST,MILWAUKEE","{'lat': 43.084495, 'lng': -87.915658}",
1976,182562427-Unable to Locate Complainant,182562427,2018-09-13 20:05:12,"S 60TH ST / W CLEVELAND AV,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant,"S 60TH ST & W CLEVELAND AV,MILWAUKEE","{'lat': 42.995663, 'lng': -87.987624}",
1977,182562430-Advised,182562430,2018-09-13 20:03:14,"4714 W CLARKE ST,MKE",3,TRAFFIC STOP,Advised,"4714 W CLARKE ST,MILWAUKEE","{'lat': 43.066247, 'lng': -87.97257}",
1978,182562420-Unable to Locate Complainant,182562420,2018-09-13 20:01:12,"2564 N 46TH ST,MKE",3,SHOTS FIRED,Unable to Locate Complainant,"2564 N 46TH ST,MILWAUKEE","{'lat': 43.065715, 'lng': -87.970791}",
1979,182562453-Service in Progress,182562453,2018-09-13 20:14:11,2315 S 35TH ST,SPD,TRAFFIC STOP,Service in Progress,"2315 S 35TH ST, MILWAUKEE","{'lat': 43.002791, 'lng': -87.958111}",
1980,182562410-Service in Progress,182562410,2018-09-13 20:12:54,"2871 N 45TH ST,MKE",7,FAMILY TROUBL-DV,Service in Progress,"2871 N 45TH ST,MILWAUKEE","{'lat': 43.071307, 'lng': -87.970177}",
1981,182562447-Service in Progress,182562447,2018-09-13 20:11:54,"3439 S 26TH ST,MKE",6,WELFARE CITIZEN,Service in Progress,"3439 S 26TH ST,MILWAUKEE","{'lat': 42.982195, 'lng': -87.947262}",
1982,182562449-Advised,182562449,2018-09-13 20:11:25,3650 W HOPKINS,5,TRAFFIC STOP,Advised,"3650 W HOPKINS, MILWAUKEE","{'lat': 43.078616, 'lng': -87.941158}",
1983,182562382-Advised,182562382,2018-09-13 20:11:24,"9500 W CAPITOL DR,MKE",7,TRBL W/SUBJ,Advised,"9500 W CAPITOL DR,MILWAUKEE","{'lat': 43.090007, 'lng': -88.031714}",
1984,182562448-Advised,182562448,2018-09-13 20:11:24,"2427 N TEUTONIA AV,MKE",3,TRAFFIC STOP,Advised,"2427 N TEUTONIA AV,MILWAUKEE","{'lat': 43.062761, 'lng': -87.928973}",
1985,182562446-Assignment Completed,182562446,2018-09-13 20:09:54,"S 18TH ST / W WINDLAKE AV,MKE",2,INVESTIGATION,Assignment Completed,"S 18TH ST & W WINDLAKE AV,MILWAUKEE","{'lat': 42.999306, 'lng': -87.935625}",
1986,182562160-Unable to Locate Complainant,182562160,2018-09-13 20:07:55,"5445 N 37TH ST,MKE",4,SUBJ WANTED,Unable to Locate Complainant,"5445 N 37TH ST,MILWAUKEE","{'lat': 43.116606, 'lng': -87.959021}",
1987,182562433-Assignment Completed,182562433,2018-09-13 20:04:58,"E CLARKE ST / N WEIL ST,MKE",5,PARK AND WALK,Assignment Completed,"E CLARKE ST & N WEIL ST,MILWAUKEE","{'lat': 43.065621, 'lng': -87.899159}",
1988,182562407-Assignment Completed,182562407,2018-09-13 19:55:21,"2920 N 4TH ST,MKE",5,RETURN STATION,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
1989,182562364-Assignment Completed,182562364,2018-09-13 19:40:02,"S CHASE AV / W LINCOLN AV,MKE",2,ACC PDO,Assignment Completed,"S CHASE AVE & W LINCOLN AV,MILWAUKEE","{'lat': 43.002823, 'lng': -87.918315}",
1990,182562471-Advised,182562471,2018-09-13 20:19:22,"5832 W STACK DR,MKE",6,FOLLOW UP,Advised,"5832 W STACK DR,MILWAUKEE","{'lat': 42.992189, 'lng': -87.986897}",
1991,182562466-Service in Progress,182562466,2018-09-13 20:19:11,"1400 E BRADY ST,MKE",1,BATTERY,Service in Progress,"1400 E BRADY ST,MILWAUKEE","{'lat': 43.05327, 'lng': -87.893025}",
1992,182562463-Service in Progress,182562463,2018-09-13 20:17:48,"S 4TH ST / W WASHINGTON ST,MKE",2,PARK AND WALK,Service in Progress,"S 4TH ST & W WASHINGTST,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'WA', 'country': 'US'}, 'formatted_address': 'Milwaukee, WA'}, 'results': []}"
1993,182562277-Advised,182562277,2018-09-13 20:17:35,"2850 W HIGHLAND BL,MKE",3,TRBL W/SUBJ,Advised,"2850 W HIGHLAND BL,MILWAUKEE","{'lat': 43.044906, 'lng': -87.950229}",
1994,182562266-Advised,182562266,2018-09-13 20:17:10,"9838 W APPLETON AV,MKE",4,THEFT,Advised,"9838 W APPLETAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
1995,182562461-Advised,182562461,2018-09-13 20:16:53,"2900 S 27TH ST,MKE",6,TRAFFIC STOP,Advised,"2900 S 27TH ST,MILWAUKEE","{'lat': 42.991862, 'lng': -87.948018}",
1996,182562460-Assignment Completed,182562460,2018-09-13 20:16:29,"841 N JAMES LOVELL ST,MKE",1,PARK AND WALK,Assignment Completed,"841 N JAMES LOVELL ST,MILWAUKEE","{'lat': 43.041541, 'lng': -87.921792}",
1997,182562458-Assignment Completed,182562458,2018-09-13 20:15:44,"2008 W CENTER ST,MKE",5,INVESTIGATION,Assignment Completed,"2008 W CENTER ST,MILWAUKEE","{'lat': 43.067948, 'lng': -87.937553}",
1998,182562457-Advised,182562457,2018-09-13 20:15:17,253 W FRESH WATER WAY,1,TRAFFIC STOP,Advised,"253 W FRESH WATER WAY, MILWAUKEE","{'lat': 43.019463, 'lng': -87.925534}",
1999,182562447-Assignment Completed,182562447,2018-09-13 20:11:54,"3439 S 26TH ST,MKE",6,WELFARE CITIZEN,Assignment Completed,"3439 S 26TH ST,MILWAUKEE","{'lat': 42.982195, 'lng': -87.947262}",
2000,182562492-Assignment Completed,182562492,2018-09-13 20:25:00,"3800 W ROHR AV,MKE",4,INVESTIGATION,Assignment Completed,"3800 W ROHR AV,MILWAUKEE","{'lat': 43.113633, 'lng': -87.960036}",
2001,182562490-Advised,182562490,2018-09-13 20:24:45,"4701 W LISBON AV,MKE",3,TRAFFIC STOP,Advised,"4701 W LISBAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
2002,182562488-Service in Progress,182562488,2018-09-13 20:24:12,"1125 N 9TH ST,MKE",1,TAVERN CHECK,Service in Progress,"1125 N 9TH ST,MILWAUKEE","{'lat': 43.044924, 'lng': -87.923588}",
2003,182562481-Assignment Completed,182562481,2018-09-13 20:22:32,"N 10TH ST / W BURLEIGH ST,MKE",5,SHOTS FIRED,Assignment Completed,"N 10TH ST & W BURLEIGH ST,MILWAUKEE","{'lat': 43.074886, 'lng': -87.923779}",
2004,182562482-Service in Progress,182562482,2018-09-13 20:22:11,"2326 W LINWAL LA,MKE",7,FOLLOW UP,Service in Progress,"2326 W LINWAL LA,MILWAUKEE","{'lat': 43.105174, 'lng': -87.94042}",
2005,182562359-Unable to Locate Complainant,182562359,2018-09-13 20:22:01,"W FOREST HOME AV / W GRANT ST,MKE",2,WELFARE CITIZEN,Unable to Locate Complainant,"W FOREST HOME AVE & W GRANT ST,MILWAUKEE","{'lat': 43.004843, 'lng': -87.941627}",
2006,182562479-Service in Progress,182562479,2018-09-13 20:21:45,"E BRADY ST / N CASS ST,MKE",1,SPECIAL ASSIGN,Service in Progress,"E BRADY ST & N CASS ST,MILWAUKEE","{'lat': 43.052979, 'lng': -87.902231}",
2007,182562474-Service in Progress,182562474,2018-09-13 20:21:34,"749 W STATE ST,MKE",1,MED RUN,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
2008,182562469-Unable to Locate Complainant,182562469,2018-09-13 20:20:34,"2612 W MORGAN AV,MKE",6,WELFARE CITIZEN,Unable to Locate Complainant,"2612 W MORGAN AV,MILWAUKEE","{'lat': 42.981648, 'lng': -87.947269}",
